id,predicted_price
2591820310,285726.9504270947
7974200820,737493.8074118104
7701450110,918460.0672380321
9522300010,1414002.1038202182
9510861140,565408.9453139853
1761300310,158460.87618794446
7732410120,617501.1326569705
7010701383,545892.2043152516
291310170,302728.9550972167
4232901990,460059.7936029791
6840701125,504411.9804794042
3971700580,304770.0413262258
4202400078,170665.70643188956
6064800090,224391.44877484426
2626119028,105030.75970711128
3303980660,863619.7750060009
862000020,514459.4722859527
2386000070,741399.3436295781
1138000450,273742.9556937549
1775800420,345059.1226095868
2291401425,293715.5005715529
2025770560,809409.8714406232
3525069037,568114.5823877384
9324800450,434134.6195706667
8080400136,443804.55546331994
8651540040,387809.37586028693
9407001790,169153.9350089458
1773101530,145269.0667286479
9432900250,242896.9848063693
1794500695,567029.777188656
2220069003,306725.07580900844
923000120,412739.2956377235
5728000060,417749.832667497
16000200,166189.98660244036
1926059094,332066.06687663356
6672900220,845330.0488736191
3629860060,576606.0448884733
1822069109,251097.76599951411
6675500105,283151.43086917436
249000180,1675719.0799460702
226059065,404476.31794235494
396100110,212297.16178594803
9264450460,228457.00275296936
7853361210,314302.896467142
9474700020,206635.8782605322
421000455,162207.8811697644
3755200220,296469.7765413015
7960100075,383400.4086818794
9477100490,290072.592408129
9138100350,627888.8649326015
1624049275,298215.29564492457
2770606890,365876.22053434094
1157200189,272897.70708265255
2770601800,349862.19004235766
9301300805,440037.7088797097
2325069032,867794.0825539501
1021079099,237815.35571816438
7215730040,607777.3812716721
1853200080,345640.1627933654
3224600340,530045.7249473487
3222049120,303679.0274955393
2113700025,172280.01136914012
7893207925,139887.214955404
3586501085,471205.0506143882
8024200010,243504.2254148819
7116500705,117863.93554360904
1598600209,211794.17979407014
7204200025,806102.3046642675
4206901505,429407.51810372586
2937300440,754466.1397962233
7205000180,243718.07927024676
8718500665,276436.04031759995
5318101765,813264.7015958992
4122700020,840989.4668984504
8078700020,447115.71309412306
3303980680,752646.3303292117
8924100372,983676.9093596415
2781270210,142679.86383595716
519000043,439785.5544631812
3225069301,1348178.1329189108
151000075,712145.6247825522
2297400020,351694.11444376956
6617500085,482466.15188159805
104510180,157430.78668520035
3528900060,849218.2841927033
3345100286,376429.30344032677
1226039130,323764.0365561936
8712100720,710020.365980674
3037200010,265363.0679308966
3626039268,294012.5701764791
104510230,171182.8318996071
5112800060,297410.4107658438
6072400280,507692.84734814224
5317100570,1061392.4237155677
9528102993,422853.17862201517
2919201095,383051.16030987387
6181400920,175236.03602856037
185000161,146433.38908476388
8691400010,603968.9703529632
3345700165,385336.89981828403
6151800486,165384.00402681582
4340000080,1093434.934413394
4136960010,394081.3730061831
3634100030,216785.58764380997
1624059224,959914.3172452683
2788400090,177639.81234566733
9828200762,308254.20650396624
7524400250,416040.4667959428
3528000290,587810.9710085294
5700003630,1529611.1202489585
2720069019,256012.1476255098
7227501170,166442.82935654128
2397101270,544672.1488175609
6792100090,531853.7125414932
2770602265,415793.7009143436
3971700937,210491.8049940362
422049203,141808.70620123265
3076500830,271227.11579220585
1423400260,186221.70994763472
9161100795,373492.3529158643
3126049052,348008.64572194987
5100401468,318063.87127803714
514500235,350067.0211482967
1423200170,119795.49516299517
1402100070,269727.402338156
624110020,614836.6552402483
2407000145,137857.6848689881
1890000225,626115.5344946565
1320069271,241432.50549911492
5490700085,232794.36750906313
263000155,396390.104833373
3726800201,307974.0153627631
5153200358,186111.93650500124
2725079018,567015.8909932153
7165700200,153718.23598998392
9429000170,453792.2283511012
8718500075,296989.18739976356
1760650950,216056.1452265525
1068000559,911935.318041947
4113800500,464886.2802424092
4077800507,432922.5096049861
2725069150,603721.9451189055
4008400035,508105.8433224016
7016310270,320421.4147798214
1432701230,141308.67919661873
3278606050,278741.8169597595
2473350710,257298.54889487926
2185000685,106521.06945271934
7792000025,204689.92852615737
6868200029,358456.30739177193
624069003,609753.7561833546
7431500280,710955.0873355648
3296000040,432666.9497473674
1118001215,1514307.0864944095
6453900040,510809.73040496034
333100209,512814.0849242966
34001765,497776.6204345197
8946700100,280916.19454928563
5561401210,401945.0104709773
6671900095,315267.0271626805
3275850020,530546.8780369107
3876300600,302039.79470932356
1450900020,187886.83663759817
8562780280,229346.1165528442
7663700973,222035.49715943963
2126049032,316543.10224740877
1823059159,106994.56972718018
3438503426,164502.37314932927
9297301495,410553.48320063634
7140700850,251176.68230935006
7942601805,475084.443366679
2555900030,276283.652011166
2887970040,182887.51558885357
7419700010,484966.2826531715
2239000011,319585.64110764384
9283800050,267987.2516094595
9407001340,207134.84818750105
217500140,425429.013358403
7212660520,166808.6615039245
3298201170,245410.4507930794
3057000400,197859.15590341593
6865200444,384973.94646633405
6071600340,402036.7851484869
6821600005,593785.5847626713
1235100371,543709.6436204063
7796450340,238393.37401184332
3603000410,107350.2132369937
9297300255,469342.4580606593
9126100850,406323.0875105655
2770601462,333744.70634573995
2599001500,146680.13912124504
1102000095,444806.6540401526
1853080640,782040.7043003885
9551201585,986108.7635064395
3438500796,274379.7760477873
7518504291,408764.20741456
9269200340,300301.37725353753
715010130,1409936.7375638548
1982201485,456728.7505945538
9526500080,291967.62342728884
9277200180,351663.2994936167
6669150280,195898.729567278
8917100153,475648.3783763808
3760500516,819845.7028797321
2725069050,809269.7164322988
3332000091,242869.41118927902
8562770080,436975.9899944224
8151601190,199923.21880865173
8563040160,453750.1093385131
240000269,546315.2922992815
4307350200,242276.5710596097
1311910300,189441.8675658253
3574900030,415910.54026370816
7853230570,345370.9976595619
320069049,326857.5386662359
9839301060,505048.4776038749
7011201333,449481.66132281674
2781320100,175623.50960282172
3421069120,263719.0101694801
7852030320,366818.47007504664
5316101075,2027732.7312615705
5309100750,413108.2336059046
629000730,612117.9022030853
511700170,219970.65422517547
1562100030,418940.77005795797
2489200230,495863.9530326256
524069116,389634.2798306924
5315100737,948313.1538141675
1868900675,710339.7919493099
1608000120,246276.4398599368
705700240,266769.1016875426
7575600610,188778.4110188002
1778500015,564706.7732038817
5423500240,135644.02593442902
6713700025,276989.62894867436
2734100734,183593.41212700735
301402280,132524.4909767184
2113700205,189599.2196515709
4114601570,3311654.3612815966
3332000615,233354.3061292878
3630050180,261812.53977548645
6852700520,400897.11113687226
6870310010,516321.41431712394
6163900981,213731.65728971115
393000142,274238.63668005896
1771100130,257399.20124361594
1442860160,291182.77768698207
9191200435,460265.76053148985
6788200800,829657.7650474572
1115300070,667423.3126489148
3176600105,650409.6607469515
2770604665,485601.32998049253
5469500580,309638.0236384415
5680000545,353898.70279939874
3424089119,399395.30559732806
1328300180,231200.30278970877
1773100922,265597.0597308476
4123830480,263577.06838066765
9808610190,790578.2189128799
4250200140,202210.73607004306
4217402115,3643762.8998487424
3831250350,294146.898115433
2397101055,752488.8864393436
6817850110,667174.0671107863
7526800200,489234.1543359592
7853370100,520215.19263129804
2523089025,811556.4797454188
9476200680,189203.5049152819
5714200140,304256.84027145285
3575304895,416123.92007867387
263000018,346167.22249262506
8080400177,373360.9778648512
6450304130,237993.6181886913
514500090,481165.7917743726
9477000300,384941.6296846611
853600310,1201683.6799595994
1951600240,137154.63023329692
1099900120,239927.15881729795
5323100120,448698.5740882913
1223089016,302455.30702890735
522059172,163284.99595682276
1930300190,598770.8263542429
9542840410,225196.63735584007
8665050530,369900.65342931723
5592900205,285522.45599497895
5450300010,591752.0513937455
2459960030,263844.05526397534
3331500455,505245.0869057184
3432500705,328526.6634846534
3702900165,253542.47389281064
5249803550,489880.7584878757
626049058,315546.4416681727
1788900380,120530.25929976914
8075400360,147389.0625964344
9113200250,568105.9535763636
2738640040,507757.8948356519
7821200307,404884.13719137385
3530440140,158742.5915854486
3582700130,339732.8321274825
9276200569,593138.359829794
7197800020,440489.3667607714
686200490,426736.16800118564
3501600100,328145.0761559531
6383000690,547146.9896247219
7604400150,303477.269962931
5249801411,573285.3445174744
2607720420,352762.5721054013
9561100010,316541.40632361994
1796370590,178873.8859700003
4077800593,312946.26414530305
854000165,198709.16738198276
5536100010,466505.3572026067
4188000670,618605.1284719474
31000165,1274220.1590506998
662350050,686118.0231840006
4137000280,198643.37157185544
6169901130,859092.961022722
1953400510,192037.78033403994
7518506716,937046.5125606614
1552520010,291637.61771910125
7955080270,241890.76552646013
9212900100,399146.30606509815
3438500798,281995.49573506654
7899800890,176162.0820647029
4319200605,436493.77962553373
1329300480,276001.83204069466
8935100100,696688.1067779243
5016001260,329679.8322978773
4337600280,220222.40982542624
1446401220,132690.75994734932
7135521530,565679.2886489942
6888900115,121185.30429540979
2413301070,198118.34332307946
345700040,217357.26639319796
5566100145,419484.61087844
7634800070,350706.60924659896
9346910500,505418.9927584873
3529300060,248060.15812244389
8128600060,757345.4370341323
8572900275,145961.23067479383
4139420590,1222551.6841708766
9274200322,471629.8145943436
1472700200,484867.8744197126
8820903380,423346.3862859802
8563010130,757364.1747807307
8965450110,634323.8249469874
9274204230,354907.25929179695
8165501700,266616.7964072175
2193340260,429069.9834336862
1860600290,731565.370709122
1222000055,160682.8818076231
2492200280,381415.1873599095
2488200455,262160.43274828437
809001520,1072358.2040995527
1796361140,175954.15371263737
6398000011,718122.7493027031
6813600365,531405.5402268154
7504100920,641699.3869854367
8835770330,609596.2606116824
524059322,790102.700044373
4307330280,302182.4844663727
1245002952,941372.5918924406
2021069059,203854.2376385297
5700000595,601392.7441739653
3629970930,592134.9379271747
3336002215,216450.59099692525
5100401060,470450.6457443143
3278600750,209976.29000830709
1126069045,882608.3108402723
7568700175,232287.96208280203
452001475,443704.95527796115
9283800230,404123.00431458774
1737300130,392326.62759433175
6189600040,387184.9844094151
3679400025,411677.82236790744
1096100010,245180.12801485392
9513900050,187775.57752471897
5452800645,710726.1655435697
273800100,161182.08076522403
7228500037,334217.07200322754
808300090,354687.7179531864
2493200215,475901.97562339297
5035300255,580280.210580078
3380900160,273307.3717282319
3630000130,324214.9704839304
7300400670,224040.74666000303
6798100070,295244.5389319739
8078400010,442205.23161514866
5566100060,476303.07452681125
2768200212,424697.4076641735
4035900060,436420.23556796846
9460000110,236244.37028825504
7199320190,419659.71940252755
2225039081,417604.78673838277
9512200050,454890.71692197584
2634500085,219351.43473391872
3654800200,215697.99801757344
2724079090,1176474.484516589
2597520720,639841.1160528368
3034200426,285028.4208352856
984000130,218230.6482606868
7852020670,341234.5388344292
7923500060,515345.6849059262
2310030510,231735.09822832863
2205500540,371617.9003218628
2493200015,351277.2745036542
7853361420,457181.14145937294
5652600605,393442.17387346854
5285200020,218676.2311137886
9406530150,265749.6711780244
5706300020,390413.3915283482
3278602490,293116.54160131403
7197000100,428548.9281127728
4447300008,466823.90283084434
7899800045,188255.98730557156
9250900095,271815.00762466615
9268851740,449507.65172861324
8682261440,409610.29217441444
7284900385,623286.7092798095
8079040300,364313.2694917781
2225300585,327182.7947949717
3223039013,417060.70081752975
2013801350,189343.4333094603
4055701110,605010.656402773
3578401770,320194.760505047
4046500720,381393.30737953057
6145601745,305955.320089338
5207200195,601031.9320723494
1972201856,424605.9930652273
7212680080,195547.7255686174
7277100510,491624.6337671705
522079022,461327.52460483945
5605000440,758217.7935059294
6632300230,271415.6991976403
8815400165,511285.0231838929
6708200320,359532.70804670395
2426059076,521700.7349554232
3260200200,532470.076525348
2770601741,336099.3564458407
4338800500,180971.35759428583
9201000320,566529.8103347076
7655900038,247206.89185531755
3625059140,441497.64749169105
4222310010,149257.25146204815
2114700115,240991.6590042384
3291800710,273435.26360429404
9406590010,325197.31516428135
3025059124,2800813.8071724866
7972601250,322053.7194634367
930000470,674770.4058393138
6690500060,397963.7020477883
16000015,138245.23066409247
5693501102,447511.9817893148
8079040490,357466.361158094
7225000155,256283.73393735234
8819900170,664871.2847197739
7972601270,269236.8386463614
1224069074,672169.9876757725
5126900321,254087.06674840773
3438501860,213753.7700538656
2822069080,338901.0398742514
1656600310,436051.3566606299
3856900507,1032620.2083714148
1626069139,369906.1964852251
2524049257,1110553.7454984295
3904960150,437583.94248909096
7214820610,344531.4689753047
7977201845,482633.9020658231
2428100080,795617.138608112
2202500135,306771.645678926
1523550220,492363.709527477
2313900610,383135.9406307411
4123840050,305096.6119052538
2125059124,837929.3667080158
1225039067,334473.632782421
6431500283,435576.3222851528
2473380010,239638.2668852011
5694501195,314340.270270496
2881700046,287625.4678851337
6837820330,240297.98825309955
2337300370,155316.39084326682
3876540630,170994.4251616884
